Word,Upvote,Link,Comment,Follower,AnswerSum,useful
55,48,1,0,96,16,no
206,297,1,1,359,114,yes
39,2,1,0,277,6,no
63,3,1,1,66,234,no
82,24,0,0,574,522,no
582,33,1,1,515,282,yes
216,146,0,1,"31,298",125,no
56,5.8k,0,1,577,20,no
699,1k,0,1,321,85,no
82,606,0,1,115,9,no
431,84,1,1,330,93,no
73,78,0,1,166,56,no
111,25,0,1,9,2,no
13,7,0,0,187,7,no
130,5,0,0,26,54,no
88,5,0,0,3,2,no
80,5,0,0,79,5,no
115,13,1,0,23,75,no
59,4,0,0,"1,116",279,no
22,3,0,1,136,132,no
25,3,0,0,8,1,no
39,9,0,0,140,5,no
16,0,0,0,446,34,no
99,2,0,1,330,93,yes
62,1,0,1,440,17,yes
159,24,1,1,515,282,no
362,41,0,1,504,39,yes
58,5,1,0,89,16,yes
33,1,0,0,49,2,yes
14,2,1,0,0,1,yes
325,22,0,1,80,3,yes
57,1,0,0,"1,960",228,yes
248,0,1,0,20,89,yes
7,1,0,0,3,1,no
65,8,0,0,"2,781","1,092",yes
133,10,0,0,394,89,yes
48,5,0,0,25,51,yes
106,0,0,0,311,467,yes
67,2,1,0,65,105,yes
580,10,0,1,83,15,no
43,1,0,0,394,89,no
266,1,1,0,330,93,no
252,6,1,0,713,118,no
118,3,0,0,6,4,yes
64,1,0,1,56,36,yes
22,3,0,1,10,68,no
222,119,0,1,"19,986",514,yes
37,4,0,0,394,89,no
24,3,1,0,128,35,no
58,16,0,0,7,1,yes
51,0,0,0,230,3,yes
215,4,0,0,418,93,yes
67,2,0,0,"3,453","3,181",no
188,3,0,0,205,86,no
18,0,0,0,16,10,yes
50,0,0,0,20,13,yes
15,2,1,0,122,144,yes
341,5,0,0,372,758,yes
22,1,0,0,62,42,yes
153,1,1,0,"2,781","1,092",yes
181,0,0,0,15,10,no
37,17,0,1,182,52,no
97,3,0,0,42,71,no
88,5,0,0,363,4,no
511,6,0,0,25,7,no
115,3,0,1,741,"1,089",no
465,12,0,1,19,14,no
55,1,0,0,120,57,no
64,1,0,0,741,"1,089",no
12,3,1,0,"3,453","3,181",no
27,2,0,0,41,13,no
177,2,1,1,227,163,no
25,0,0,0,16,14,yes
22,0,0,0,84,117,yes
334,2,0,0,31,75,yes
42,0,0,0,12,57,no
13,16,0,0,"11,784","1,810",yes
297,2,0,1,1,49,no
100,0,0,1,12,97,no
132,0,1,0,82,617,no
8,0,1,0,115,87,no
107,153,0,1,"14,122",477,yes
92,3,0,0,96,122,yes
148,0,0,0,110,107,yes
25,1,0,1,282,31,yes
45,0,1,0,37,27,yes
19,1,0,1,51,93,yes
55,0,0,0,35,5,yes
204,1,0,0,447,34,yes
28,0,0,0,0,1,no
162,264,0,1,"1,997",51,yes
195,2,0,1,144,54,yes
429,3,1,0,957,133,yes
146,170,1,0,"14,122",477,yes
270,103,0,0,465,27,yes
177,32,1,1,38,10,yes
9,0,1,0,201,893,no
13,0,1,0,225,115,no
134,11,0,0,53,5,no
45,0,1,0,60,71,no
18,0,1,0,9,3,no
479,13,0,1,109,511,yes
211,40,0,1,865,107,yes
344,1,0,1,"1,734",883,yes
95,5,0,0,"6,417","2,474",yes
90,2,0,1,23,2,yes
142,1,0,0,627,164,no
16,2,0,0,27,59,yes
431,1,0,0,277,209,yes
260,1,0,0,314,92,yes
28,0,1,0,151,280,yes
150,0,0,0,0,0,yes
31,4,1,0,31,6,yes
58,0,0,0,2,1,yes
27,1,0,0,40,70,yes
45,1,0,0,8,60,yes
87,5,0,0,651,316,yes
137,1,0,0,"2,884","1,161",yes
105,0,0,0,1,2,yes
394,6,1,1,162,376,yes
99,7,0,1,39,10,yes
115,2,0,1,77,19,yes
53,2,0,0,231,65,yes
181,1,0,0,28,551,yes
21,4,0,1,"2,786","1,092",yes
60,11,0,1,790,"2,377",yes
118,1,0,0,34,5,yes
51,0,0,0,4,7,yes
89,7,1,0,150,19,yes
208,3,0,0,425,17,yes
63,3,0,0,20,90,yes
196,6,0,0,92,36,yes
101,2,0,0,4,7,yes
13,0,0,0,10,1,yes
142,1,0,0,16,34,yes
54,9,1,1,126,12,yes
403,2,1,1,228,281,yes
29,1,0,0,26,50,yes
113,9,1,0,14,12,yes
99,0,0,0,266,8,yes
77,62,0,1,212,24,yes
442,6,0,0,"2,786","1,092",yes
125,1,0,1,85,61,yes
17,10,0,1,"7,765",415,yes
36,0,0,1,127,25,yes
32,0,1,0,103,106,yes
52,0,0,0,5,60,no
59,4,0,0,834,78,no
25,1,1,0,116,11,no
18,2,1,0,76,10,no
193,7,1,0,763,65,yes
450,2,0,1,228,281,yes
95,0,0,1,"1,397",379,yes
143,0,0,0,6,18,yes
125,0,0,0,0,1,yes
331,3,0,0,15,58,yes
273,7,1,1,813,286,yes
55,1,0,0,289,56,yes
140,0,0,0,730,267,yes
185,1,1,0,86,71,yes
112,1,0,0,61,62,yes
568,27,1,1,127,22,yes
88,0,0,0,834,78,yes
164,0,1,0,23,25,yes
123,4,0,0,3,47,yes
72,4,0,0,537,"3,272",yes
174,1,0,0,26,53,yes
224,4,1,0,2,19,yes
133,2,0,0,170,"1,438",no
566,2,0,0,53,344,yes
32,1,0,0,22,855,yes
69,1,0,0,1,6,yes
84,1,0,1,186,56,no
384,10,1,0,214,104,yes
650,5,1,1,465,27,yes
92,2,0,1,"4,634","1,174",yes
163,1,0,0,"1,645","1,085",no
55,3,1,0,8,40,no
204,19,0,0,"5,715",458,yes
138,1,0,1,5,95,yes
44,2,0,0,137,37,yes
91,5,0,0,619,378,yes
52,1,0,1,10,8,yes
107,0,0,0,32,170,yes
202,0,0,0,161,5,no
425,0,0,0,26,400,yes
184,0,0,1,13,2,yes
51,0,1,0,0,4,yes
111,0,0,1,118,199,yes
60,3,0,0,"4,275",153,no
170,11,0,1,"1,504",743,yes
315,6,0,1,191,54,no
234,0,0,0,110,107,yes
109,0,1,0,18,17,yes
298,0,0,0,170,"1,438",yes
76,1,0,0,137,370,no
53,1,1,0,60,71,no
166,0,0,0,2,19,yes
56,4,1,0,"2,786","1,092",yes
528,1,0,0,"4,648","3,520",yes
149,1,0,1,5,11,yes
42,0,0,0,834,78,yes
106,1,0,0,43,45,yes
157,0,1,0,13,57,no
42,0,0,0,35,132,no
41,3,1,0,46,39,no
27,0,0,0,32,125,no
30,1,0,0,"1,645","1,085",yes
58,4,0,1,279,96,yes
23,1,0,0,730,267,yes
39,1,0,0,202,66,yes
318,4,0,0,"2,440",235,yes
222,0,0,0,69,9,yes
68,0,0,0,730,267,no
69,0,0,0,273,24,no
46,0,0,0,834,78,no
292,1,0,1,"2,227",40,yes
28,29,1,0,579,280,yes
109,9,1,1,777,319,yes
611,0,0,0,"2,786","1,092",yes
241,2,0,1,160,48,yes
100,5,1,0,118,40,yes
113,0,0,0,122,128,yes
11,1,0,0,313,212,yes
82,4,0,0,256,2,yes
254,9,0,1,189,101,yes
49,2,1,0,206,90,no
16,2,1,0,72,120,no
200,1,0,1,1,22,yes
190,2,0,0,54,86,no
30,0,0,0,584,522,no
11,0,1,0,2,2,no
86,0,1,0,150,3,yes
85,2,0,0,51,93,yes
17,0,1,0,0,0,no
28,0,0,0,0,1,no
69,2,1,1,907,154,yes
9,0,0,0,152,350,yes
107,3,0,0,81,23,yes
122,0,0,0,5,1,no
19,0,0,0,66,17,yes
69,0,0,0,43,236,yes
42,0,0,0,10,35,yes
538,3,0,0,516,282,yes
101,3,0,1,203,51,yes
172,6,0,0,225,53,yes
67,14,1,1,"6,899",663,no
82,6,0,0,"4,648","3,520",yes
51,1,0,0,314,205,yes
51,0,0,1,813,286,yes
157,6,0,0,"1,137",341,yes
199,1,0,0,"2,786","1,092",yes
177,1,0,1,44,61,yes
98,2,0,0,730,267,yes
73,3,0,0,56,14,yes
82,1,1,0,41,601,yes
53,2,0,1,360,17,yes
20,1,1,1,342,94,no
392,0,0,0,120,125,yes
244,0,0,0,532,3262,yes
303,2,0,1,103,102,yes
229,276,1,1,14071,476,yes
804,52,0,1,3257,270,yes
67,2,1,0,5,31,yes
36,8,0,1,30,58,yes
344,19,0,1,31,10,no
36,4,1,0,18,1,no
24,11,0,0,3153,163,no
174,0,0,0,1206,1613,no
52,0,0,0,120,125,no
9,0,0,0,468,35,yes
60,0,0,0,497,594,yes
7,6,1,0,609,377,no
118,2,0,0,166,1431,yes
100,1,0,0,532,3262,yes
450,5,0,0,497,594,yes
65,2,0,1,115,1,yes
67,0,1,0,29,31,yes
42,2,0,0,256,323,yes
87,3,0,0,480,260,yes
186,0,0,0,238,155,yes
92,3,0,0,92,179,yes
126,0,1,0,163,168,yes
7,0,0,0,212,56,no
41,2,0,1,167,40,yes
56,473,0,1,75,35,yes
45,91,0,1,456,382,no
55,48,1,0,96,16,no
56,8,0,1,5331,333,yes
313,3.2k,0,1,29268,1294,no
138,624,1,1,76,7,yes
265,579,1,0,179,58,no
209,160,1,0,92,179,no
199,135,1,1,12,73,no
199,441,1,1,389,56,no
130,77,0,1,1097,118,no
280,167,0,1,277,308,no
315,83,1,0,331,93,no
114,23,1,1,14,2,no
158,30,0,1,497,594,no
46,106,1,0,686,20,no
64,33,0,0,15,6,no
234,82,0,0,179,58,yes
19,326,0,1,5726,942,no
147,28,1,0,8,0,yes
48,0,1,0,59,71,no
12,2,0,0,84,62,no
29,5k,0,1,,,no
21,2,0,1,4449,162,yes
83,2,0,1,573,297,yes
3,1,1,0,128,7,no
21,0,1,0,65,105,yes
103,0,1,0,120,125,yes
32,0,0,0,3245,1089,no
853,20,1,1,148,113,no
210,63,0,1,26858,873,yes
150,4,0,0,3,37,no
205,5,0,0,72,86,no
504,4,0,1,1,11,no
5,2,0,0,80,21,no
14,5,0,0,114,5,yes
67,24,0,0,3087,540,yes
83,10,0,1,5684,457,yes
150,3,1,1,515,282,yes
96,6,0,0,3070,197,yes
107,37,0,1,2524,257,yes
539,7,0,0,163,84,no
850,678,1,1,6328,354,yes
102,136,1,1,495,95,no
434,48,0,0,495,38,no
65,12,0,0,118,31,no
12,5,0,0,64,1,no
288,258,0,1,467,13,yes
846,41,0,1,286,19,no
768,392,1,1,761,96,no
76,24,1,0,3087,540,yes
168,5,1,0,208,13,no
76,6,1,0,692,63,no
3,1,0,1,24,44,no
132,5,1,0,577,96,yes
986,66,1,1,"7,598",104,yes
286,15,1,0,110,39,yes
137,1,0,0,"1,644","1,079",yes
106,6,0,0,85,61,yes
629,4,1,0,55,9,yes
138,0,0,0,22,5,yes
101,1,0,0,130,184,yes
342,152,0,1,"9,643",32,yes
210,5,0,0,22,61,yes
35,0,1,0,169,91,no
13,3,0,0,231,102,no
9,1,1,0,"89,243",903,no
12,0,1,0,353,158,no
13,0,1,0,"3,453","3,181",no
34,0,0,0,26,63,yes
91,1,0,0,178,264,yes
184,9,0,1,740,283,yes
122,12,1,0,296,101,yes
220,11,1,0,237,4,no
142,2,0,0,141,81,yes
80,4,1,0,12,2,no
330,2,0,0,26,63,yes
33,4,0,1,"4,124","2,908",no
47,0,1,0,36,10,no
128,0,0,1,82,617,yes
131,1,1,0,56,14,no
36,1,0,0,259,102,yes
21,1,0,0,6,0,yes
41,1,0,1,576,280,yes
113,1,0,1,1,74,no
462,44,0,0,35,10,no
492,6,0,0,312,467,no
50,2,1,0,58,177,no
21,3,1,0,88,475,no
116,27,0,1,"4,261",689,yes
42,1,0,0,358,173,yes
47,121,0,1,"16,665",537,no
220,189,0,1,"29,269","1,294",no
82,54,0,0,"4,124","2,908",yes
184,10,0,0,657,314,no
244,59,0,0,"15,786",946,no
159,17,0,0,"3,871",521,no
86,50,0,1,"6,412","2,473",no
88,37,1,0,"26,858",873,no
52,9,0,0,76,15,no
218,65,1,1,834,9,no
86,24,0,0,"3,453","3,181",no
44,9,1,0,"1,913",314,yes
75,3,0,0,120,15,no
37,6,0,0,909,531,no
91,14,0,1,23,18,no
78,9,0,0,48,12,no
36,13,0,0,113,161,no
100,8,1,0,3,1,no
66,1,0,0,645,23,no
46,10,0,0,289,2,no
17,5,0,0,"5,609","2,828",no
48,5,0,0,184,1,no
74,11,0,1,35,57,no
13,19,0,1,"4,454",97,no
154,7,0,0,51,6,no
244,1,0,0,216,47,no
60,2,0,0,1,6,no
19,0,0,0,1,1,no
41,2,1,1,358,173,yes
206,0,1,0,345,74,yes
366,144,1,1,"18,216","1,213",no
38,25,1,1,"9,643",32,no
50,1,1,0,3,1,yes
67,0,0,0,,,yes
122,1,0,0,111,56,yes
5,3,1,0,22,73,yes
67,2,0,1,146,247,yes
124,4,0,0,8,92,yes
68,6,1,1,142,36,yes
77,14,1,1,97,51,yes
78,16,0,0,788,159,yes
19,7,0,1,109,22,yes
37,7,1,0,48,10,yes
21,2,0,0,177,54,yes
17,0,0,0,29,1,yes
25,0,0,1,83,1,yes
10,1,0,1,249,236,yes
94,5,0,0,12,4,yes
66,6,0,0,1,1,yes
47,1,0,0,249,236,yes
75,6,0,0,"4,449",162,yes
247,3,0,0,249,236,yes
35,4,0,0,278,5,yes
29,1,0,1,256,36,yes
168,0,0,0,249,236,yes
57,0,0,0,16,169,yes
163,1,0,0,249,236,yes
120,0,0,1,26,29,yes
16,2,0,0,12,4,yes
35,2,0,0,48,33,yes
48,1,1,0,299,14,yes
97,0,1,0,3,5,yes
76,54,0,1,576,280,yes
160,14,0,0,252,73,yes
168,9,0,0,187,5,yes
282,9,1,0,210,11,yes
99,9,0,0,639,127,yes
18,10,1,0,214,104,yes
225,3,0,0,31,75,yes
205,12,1,1,421,9,yes
24,0,0,0,22,833,yes
31,1,0,0,25,22,yes
94,2,1,0,63,65,yes
88,0,0,0,249,236,yes
5,4,1,0,142,3,no
47,0,0,0,249,236,yes
310,1,0,1,66,51,yes
41,4,1,1,190,46,yes
20,0,0,0,57,50,yes
15,0,0,1,14,7,yes
47,1,0,0,1,7,yes
21,0,1,0,113,5,no
99,2,0,1,331,93,yes
62,1,0,1,441,17,yes
13,17,0,0,"11,789","1,814",yes
226,1,0,0,639,127,yes
51,2,0,0,91,513,yes
40,0,0,1,169,53,yes
581,10,1,1,214,15,yes
19,0,0,0,674,3,yes
29,2,0,0,"11,789","1,814",yes
14,0,0,0,"4,124","2,908",yes
136,19,0,0,740,283,yes
130,0,0,0,249,236,yes
207,0,0,0,85,61,yes
18,0,0,0,2,6,yes
350,0,1,0,222,359,no
137,1,0,0,66,70,yes
8,1,1,1,766,108,no
336,57,1,1,"6,328",354,yes
250,1,1,0,1,1,yes
619,3,0,0,85,61,yes
104,4,0,1,571,67,yes
217,3,0,0,284,24,yes
219,184,1,0,69,10,yes
21,11,1,0,154,6,no
126,6,1,1,76,262,yes
32,0,1,0,600,230,yes
22,0,1,0,68,7,yes
35,1,1,0,4,44,yes
328,3,0,1,10,42,yes
97,0,1,0,131,70,no
80,11,1,0,170,61,yes
120,7,0,1,58,5,yes
561,3,0,0,32,170,yes
174,3,1,0,3,0,yes
113,1,0,0,"4,449",162,yes
31,3,0,0,806,70,yes
44,3,1,0,21,319,yes
3,0,0,0,78,4,no
223,17,1,0,63,4,yes
63,0,1,0,34,108,yes
193,0,1,0,60,112,yes
39,9,1,0,980,262,yes
149,1,0,0,15,94,yes
268,2,0,0,29,338,yes
41,2,0,0,"2,633","3,832",yes
95,7,0,0,22,41,yes
127,9,1,0,203,19,yes
149,7,0,0,28,7,yes
83,1,0,0,"2,995","1,395",no
99,1,1,0,19,133,yes
71,12,0,0,"11,789","1,814",yes
76,0,1,0,9,25,yes
23,3,1,0,980,262,no
188,1,1,0,210,2,yes
23,0,1,0,437,19,no
10,0,1,0,805,28,no
11,1,1,0,529,309,no
20,0,0,0,24,3,no
13,2,0,1,10,36,no
259,0,0,1,22,38,yes
20,10,1,0,"4,120","7,941",yes
335,5,0,0,591,420,yes
178,0,1,1,69,25,yes
65,0,0,0,34,108,yes
44,2,1,1,173,15,no
45,4,1,1,"2,255",472,yes
17,1,0,0,83,1,yes
28,6,1,0,"18,728","1,415",no
182,6,0,0,218,52,no
134,0,0,0,4,41,yes
132,0,0,0,761,"1,004",no
90,1,0,0,80,19,yes
31,0,0,0,193,433,yes
258,2,0,0,109,75,yes
397,10,1,0,289,56,yes
109,6,0,1,172,46,yes
185,2,0,0,113,161,yes
26,2,0,0,163,260,yes
98,1,0,0,82,617,yes
17,0,1,1,331,93,no
79,8,0,1,515,282,yes
45,2,0,0,134,368,yes
58,7,0,0,928,481,yes
17,0,0,1,50,368,yes
100,1,0,1,166,"1,431",yes
65,0,0,0,1,13,yes
66,0,1,0,59,71,yes
206,4,1,0,"3,087",540,yes
123,4,0,0,"1,644","1,079",yes
51,4,0,0,134,368,yes
85,7,0,0,653,181,yes
10,0,0,0,0,1,no
84,1,0,0,22,33,yes
52,2,0,1,36,202,yes
102,4,0,0,490,109,yes
146,2,0,0,576,280,yes
310,0,0,1,72,31,no
709,0,1,0,"4,452","1,377",yes
87,0,0,0,42,48,yes
130,0,0,0,112,346,no
74,0,0,0,78,26,no
157,8,0,1,171,41,yes
3,1,0,0,27,13,no
206,297,1,1,359,114,no
54,3,0,0,214,"1,458",no
5,0,0,0,115,9,no
589,141,0,1,"3,276",669,yes
39,31,0,1,163,37,no
761,0,0,0,65,430,yes
105,6,0,1,"1,619","1,087",no
234,82,0,0,179,58,yes
19,326,0,1,"5,726",942,no
147,28,1,0,8,0,no
48,0,1,0,59,71,no
12,2,0,0,84,62,no
29,5k,0,1,,,no
103,42,0,0,"3,087",540,yes
33,2,0,0,1,15,no
90,23,1,1,230,624,yes
199,1,1,0,3,16,no
21,0,0,0,171,307,no
288,258,0,1,467,13,no
846,41,0,1,286,19,no
198,14,0,0,"6,253",668,no
73,79,0,1,166,56,no
111,25,0,1,9,2,yes
13,7,0,0,187,7,yes
130,5,0,0,26,54,no
88,5,0,0,3,2,yes
